0,0,0,0,0,0,0,0,0,0,0,3,5.1926,6.085,8.0632,9.2221,10.245,11.046,10.05,10.2,9.0554,9.0561,9.0554,7.0711,6.3326,5.3852,4.4721,2.8284,2.2882,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.1623,3.6056,5.1926,7.2854,8.0632,9.2221,11.045,11.046,11.182,10.2,10.052,9.0554,9.0554,7.0711,6.3326,5.3852,4.4721,1.8028,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,3.1623,5.3983,7.0725,9.0561,9.2221,11.045,11.045,11.09,11.09,10.05,9.0554,7.0711,7.2801,5.3852,4.4721,3.1623,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.099,6.3326,0,4.1231,5.3852,6.3326,8.3356,8.279,9.0622,8.5513,8.0722,6.0927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,4.3028,4.4954,6.085,0,4.1306,6.1401,7.0711,9.1098,9.1401,9.2302,8.2498,6.3326,4.4954,0,3.3028,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.6056,6.085,0,3.1623,5.1029,6.0828,7.3852,7.6158,8.5513,8.2498,7.2817,6.3336,4.4142,4.1231,3.1796,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6.1926,0,0.5,4.3028,7.1623,8.5513,8.2615,8.279,8.5513,6.3246,6.1401,0,2.9208,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.3028,4.4954,6.1623,0,4.1231,5.1029,6.3326,8.0632,8.1231,9.1401,8.5513,7.2929,5.4142,3.0414,4.4954,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.1231,5.1167,4.1231,5.3983,5.831,6.3246,7,6.3246,7.6261,6.3246,7.3852,8.544,9.4922,11.241,11.18,12.076,12.26,12.17,11.705,10.462,9.4922,7.6158,7.3024,6.3574,7.6261,7.1401,6.1401,6.0927,6.1623,4.1231,4.1231,0,0,0,0
0,0,0,0,0,0,4.4721,5.1926,5.465,5.3852,5.3983,7,6.7082,4.1231,6.1401,7.1231,8.3356,9.4922,11.241,11.182,11.403,12.238,11.705,10.462,10.457,8.5743,8.5743,7.6589,6.3326,7.3434,6.7234,6.1401,6.1926,6,4.1231,0,0,0,0,0
